First_Derivative,Label
73.33948630290935,0.0
-55.76835071656221,0.0
-21.622620583074564,0.0
225.55421285467722,0.0
161.18883783527232,0.0
-83.67478971719186,0.0
-25.561539533632455,0.0
94.73093256330293,0.0
-72.73817282558946,0.0
42.685893992693195,0.0
104.00222889875386,0.0
-64.40628330820765,0.0
2.192375484981511,0.0
85.82219128195419,0.0
12.039720504947894,1.0
-104.13138455064171,0.0
-95.45141387433496,0.0
63.68133364564821,0.0
248.3834182261274,0.0
8.616141250383265,1.0
-110.26698353358358,0.0
139.8513738230357,1.0
-3.547492605928653,1.0
13.500829836791922,0.0
86.17713238389004,1.0
-152.3543832168266,1.0
21.924533081248967,0.0
163.73107892823782,1.0
-116.58228336346383,1.0
-87.15261331840131,0.0
23.137970791864802,1.0
-146.4294623357008,1.0
21.369588561798196,0.0
92.54614329129359,1.0
-105.0235212325872,1.0
71.03411932260721,0.0
117.75441555328155,1.0
-94.48690596119621,1.0
-173.064653283641,0.0
-11.268004728565359,0.0
-73.91286439893375,0.0
-35.15226607411836,0.0
167.25011354458331,0.0
14.092410561066004,0.0
-116.89315998505396,0.0
-204.28411257011385,0.0
-165.63022399051815,0.0
219.60192163341839,0.0
228.80873948420094,0.0
-237.56347189366568,0.0
-108.57259072216132,0.0
-17.884011395150083,0.0
2.946058361646169,0.0
-45.20612349096558,0.0
-252.08878009590387,0.0
136.6893912478311,-1.0
-112.58872257263008,0.0
-85.90013628710784,-1.0
91.75433039575631,0.0
-81.44749405733826,-1.0
30.002252061795247,0.0
-123.40115997298025,-1.0
72.8119232879911,-1.0
69.67293347278448,0.0
54.31671467888823,-1.0
242.43156512164356,0.0
-255.17469283639377,0.0
-178.40465169840175,-1.0
-95.09509853521638,0.0
103.09297961536232,-1.0
246.12812205076014,0.0
-164.9220383841251,0.0
-32.913805702297054,-1.0
-89.33948093769834,-1.0
56.091896875353484,-1.0
265.1002299860678,0.0
-33.47836086807311,0.0
-163.93395078787785,-1.0
-99.77252541212542,0.0
-50.4306516796795,-1.0
2.845084874255292,-1.0
140.42741334932205,-1.0
208.43329637062135,0.0
-149.35689715539138,0.0
25.558229438486435,-1.0
61.85189611294899,0.0
29.75268224193978,0.0
40.23292099987546,0.0
-84.784183697115,0.0
-13.098129549728668,0.0
58.90905249476448,0.0
139.30760194110866,0.0
-53.873825194041274,0.0
-121.16254614544313,0.0
-14.727059658285867,0.0
124.62541497562698,0.0
173.63915552463573,0.0
57.06583603817423,0.0
-124.40614469645938,0.0
-176.79072538142046,0.0
151.17965566091007,0.0
254.6946141455636,0.0
105.83542475110787,0.0
65.66863397407455,0.0
153.80200473675163,0.0
77.30605953318388,1.0
-132.5955415601952,1.0
121.07773345501988,0.0
123.17423441759519,1.0
132.57362271348467,1.0
120.58709393116868,1.0
-209.89737945372718,1.0
-169.40882554906125,1.0
304.97498674045465,1.0
263.7795109675484,1.0
-116.69666048451745,1.0
-92.4563308062232,1.0
101.57485292493965,1.0
-35.31845410741687,1.0
-35.32181848284051,1.0
215.1155162414761,1.0
-98.95966661864799,1.0
-69.99961578645343,1.0
87.8564425395387,1.0
27.58603673957225,1.0
-56.60768736837855,1.0
-0.9165371106104203,1.0
214.91935310622233,1.0
-77.02162271176667,1.0
-177.45478993763135,1.0
111.25846641869163,1.0
50.78748914801986,1.0
-212.94362195917245,1.0
-108.34339698739092,1.0
99.61214018485526,1.0
-77.71526105762285,1.0
-63.83436531487496,1.0
95.94763976407103,1.0
-67.27180024066985,1.0
-84.92970070889294,1.0
-105.62014442665756,1.0
-146.72416773575583,1.0
89.9192425504254,1.0
-111.61150963293787,1.0
-134.63510287529724,0.0
-65.88086786010297,0.0
-314.961831275009,0.0
13.462114738765735,0.0
191.7312211089099,0.0
48.76410481660322,0.0
-164.2407873016402,0.0
-193.51896963801454,0.0
-14.081403288825726,0.0
-119.01278287575747,0.0
39.067979476685174,0.0
-9.071774116635282,0.0
-119.0764132016198,0.0
-145.39990984079864,0.0
-111.25758378712555,-1.0
-48.33183239464563,-1.0
-53.314356975806334,-1.0
143.11616894004243,-1.0
28.54385349558288,-1.0
-231.88102347131547,-1.0
-21.861912802059067,-1.0
-86.80026430895362,-1.0
-98.04511705716351,-1.0
39.16400679372941,-1.0
-15.225077360212197,-1.0
7.142719898283872,-1.0
55.36566169277609,-1.0
-57.00864845496585,-1.0
-138.84814362380394,-1.0
63.34997300459668,-1.0
98.71545377034676,-1.0
-60.172377334955286,-1.0
-203.23059332555397,-1.0
59.48736078943364,-1.0
319.6245473444459,-1.0
-43.69232861258922,-1.0
-198.24715984963154,-1.0
5.687695475663531,-1.0
109.5555217876734,-1.0
10.951367043249888,-1.0
42.65324396252538,-1.0
39.87791460624567,-1.0
62.63906720756307,-1.0
118.38697022587002,-1.0
-32.05686497377138,-1.0
100.96827334856061,-1.0
193.48504833978288,-1.0
108.30370965433673,0.0
-223.3847678558293,0.0
